ods_type_activite|categorie|commune|siret|Nom|numero_inspection|geores|filtre|date_inspection|code_postal|evaluation|adresse|agrement|lat|lon
Autres|Restauration collective|Mauzé-sur-le-Mignon|78144036700014|E H P A D|22-095719-1|[46.193787, -0.664608]|Restauration collective|2022-11-29T01:00:00+01:00|79210|Satisfaisant|ROUTE D'USSEAU|79170003|46.193787|-0.664608
Autres|Restaurant|Paris 16e  Arrondissement|85238557400029|LE MASHA|22-019265-1|[48.859, 2.347]|Restaurant|2022-03-16T01:00:00+01:00|75116|Satisfaisant|85 AV KLEBER||48.859|2.347
Autres|Restauration collective|Saint-Hilaire-de-Villefranche|20008507400017|MAIRIE COMMUNE DE SAINT-HILAIRE-DE-VILLEFRANCHE|22-018977-1|[45.852379, -0.528347]|Restauration collective|2022-03-11T01:00:00+01:00|17770|Satisfaisant|24 avenue de Saint Jean d'Angely||45.852379|-0.528347
Autres|Restaurant|Le Puy-en-Velay|43457060200020|A CHOUMAS|22-015372-1|[45.043254, 3.887848]|Restaurant|2022-03-03T01:00:00+01:00|43000|Satisfaisant|1 Place Cadelade||45.043254|3.887848
Autres|Restaurant|Marseille 3e  Arrondissement|50238058700027|CHEZ KADOUR|22-032847-1|[43.306925, 5.373499]|Restaurant|2022-05-05T02:00:00+02:00|13003|Très satisfaisant|107 AV CAMILLE PELLETAN||43.306925|5.373499
Autres|Restaurant|Marseille 11e  Arrondissement|81273836700018|AU JARDIN DE LA CLUE|22-088664-1|[43.309486, 5.502533]|Restaurant|2022-11-08T01:00:00+01:00|13011|Satisfaisant|AU JARDIN DE LA CLUE||43.309486|5.502533
Autres|Restaurant|Vierzon|83874539600013|CAMARO|22-015327-1|[47.221461, 2.067633]|Restaurant|2022-03-02T01:00:00+01:00|18100|Très satisfaisant|6 RUE VOLTAIRE||47.221461|2.067633
Autres|Restauration collective|Pont-l'Abbé-d'Arnoult|78132004900013|MAISON FAMILIALE RURALE EDUCAT ORIENTAT|22-041817-1|[45.829002, -0.87565]|Restauration collective|2022-04-19T02:00:00+02:00|17250|Très satisfaisant|6, rue Claire Pertus||45.829002|-0.87565
Autres|Restaurant|Paris 9e  Arrondissement|84461615100016|BIANCHI|22-019007-1|[48.877287, 2.346107]|Restaurant|2022-03-15T01:00:00+01:00|75009|Satisfaisant|10 RUE ROCHAMBEAU||48.877287|2.346107
Autres|Restauration collective|Jonage|47718101006452|API RESTAURATION|22-015880-1|[45.777008, 5.031682]|Restauration collective|2022-03-04T01:00:00+01:00|69330|Très satisfaisant|15 BD MARCEL DASSAULT||45.777008|5.031682
Autres|Restaurant|Le Cheylard|50113982800013|L'ESTANCO|22-035403-1|[44.906879, 4.424421]|Restaurant|2022-05-10T02:00:00+02:00|07160|Satisfaisant|L'ESTANCO||44.906879|4.424421
Autres|Restauration collective|Blamont|19250015500010|COLLEGE CHARLES MASSON|22-047797-1|[47.386009, 6.847818]|Restauration collective|2022-06-21T02:00:00+02:00|25310|Satisfaisant|rue Jules Ferry||47.386009|6.847818
Autres|Restauration collective|Cherbourg-en-Cotentin|30084860300019|MAISON DE RETRAITE LA BUCAILLE|22-013781-1|[49.64078, -1.6300729999999999]|Restauration collective|2022-02-22T01:00:00+01:00|50100|Très satisfaisant|7 RUE DE LA BUCAILLE||49.64078|-1.630073
Autres|Restaurant|Paris 14e  Arrondissement|89318354100026|O DEUX RIVES|22-089490-1|[48.830127, 2.318783]|Restaurant|2022-11-09T01:00:00+01:00|75014|A améliorer|65 RUE DIDOT||48.830127|2.318783
Autres|Restaurant|Nice|80220282000014|BAGELSTEIN|23-000186-1|[43.6983, 7.273359]|Restaurant|2023-01-03T01:00:00+01:00|06000|Satisfaisant|10 avenue Félix Faure||43.6983|7.273359
Autres|Restaurant|Puteaux|41773899400033|HOTEL ALEXANDER|22-019370-1|[48.885568, 2.250458]|Restaurant|2022-03-16T01:00:00+01:00|92800|Très satisfaisant|6 RUE JEAN JAURES||48.885568|2.250458
Autres|Restaurant|Porté-Puymorens|38266442300011|EDEN BREAK|22-004627-1|[42.554458, 1.81305]|Restaurant|2022-03-16T01:00:00+01:00|66760|Satisfaisant|LA VIGNOLE||42.554458|1.81305
Autres|Restaurant|Saint-Maur-des-Fossés|87770245600014|LE DIPLOMATE|22-090024-1|[48.787936, 2.486647]|Restaurant|2022-11-08T01:00:00+01:00|94100|Satisfaisant|2 PL DU THEATRE JACQUES TATI||48.787936|2.486647
Autres|Restauration collective|La Chapelle-la-Reine|30822106800023|ESSAIM GATINAIS|22-098592-1|[48.319513, 2.574438]|Restauration collective|2022-12-08T01:00:00+01:00|77760|Très satisfaisant|41, avenue de Fontainebleau||48.319513|2.574438
Autres|Restaurant|Paris 17e  Arrondissement|91292301800010|ARSENE|22-090031-1|[48.897353, 2.328721]|Restaurant|2022-11-09T01:00:00+01:00|75017|Très satisfaisant|153 AV DE SAINT OUEN||48.897353|2.328721
Autres|Restaurant|Chalon-sur-Saône|49076502100012|SOLE E MARE|22-019400-1|[46.779552, 4.861597]|Restaurant|2022-03-15T01:00:00+01:00|71100|A améliorer|45, 47 RUE DE STRASBOURG||46.779552|4.861597
Autres|Restaurant|Alès|A86364007001|PASEO (ASSOCIATION)- PLAZZA DE TOROS|22-010189-1|[44.125446, 4.089288]|Restaurant|2022-05-26T02:00:00+02:00|30100|Satisfaisant|||44.125446|4.089288
Autres|Restauration collective|Pignans|26830033200023|RESIDENCE PIN ET SOLEIL|22-022510-1|[43.304099, 6.228795]|Restauration collective|2022-03-28T02:00:00+02:00|83790|Satisfaisant|Avenue du Calvaire||43.304099|6.228795
Autres|Restaurant|Sarcelles|81748900800018|NAOR|22-089544-1|[48.980179, 2.374039]|Restaurant|2022-11-08T01:00:00+01:00|95200|Satisfaisant|67 AVENUE PAUL VALERY||48.980179|2.374039
Autres|Restaurant|Paris 18e  Arrondissement|88197530400018|RESTAURANT AVIGNA|22-023751-1|[48.895634, 2.348733]|Restaurant|2022-04-04T02:00:00+02:00|75018|Satisfaisant|40 BIS RUE CHAMPIONNET||48.895634|2.348733
Autres|Restauration collective|Le Lamentin|81305099400017|GARDERIE MIMI POUCES|22-044797-1|[14.61698, -60.993]|Restauration collective|2022-09-06T02:00:00+02:00|97232|Satisfaisant|7 RUE DES AMANDIERS||14.61698|-60.993
Autres|Restaurant|Lamorlaye|40256819000027|LE CAMELEON|22-099615-1|[49.160684, 2.420235]|Restaurant|2022-12-07T01:00:00+01:00|60260|A améliorer|LE CLUB||49.160684|2.420235
Autres|Restaurant|Paris 14e  Arrondissement|91360534100019|MSG 14|22-089597-1|[48.836268, 2.322427]|Restaurant|2022-11-09T01:00:00+01:00|75014|Très satisfaisant|11 RUE RAYMOND LOSSERAND||48.836268|2.322427
Autres|Restaurant|Paris 13e  Arrondissement|81802581900017|LA PETITE CUISINE DE SANDRINE|22-076779-1|[48.82684, 2.374251]|Restaurant|2022-09-29T02:00:00+02:00|75013|Satisfaisant|89BIS RUE DU DESSOUS DES BERGES||48.82684|2.374251
Autres|Restauration collective|Alfortville|19940126600036|LYCEE POLYVALENT M. PERRET|22-096054-1|[48.786719, 2.425557]|Restauration collective|2022-12-01T01:00:00+01:00|94140|Satisfaisant|PLACE SAN BENEDETTO DEL TRONTO||48.786719|2.425557
Autres|Restaurant|Villeneuve-la-Garenne|87799045700013|WORLD WOK VLG|22-057326-1|[48.926774, 2.33019]|Restaurant|2022-07-20T02:00:00+02:00|92390|Satisfaisant|92 BD GALLIENI||48.926774|2.33019
Autres|Restauration collective|Vico|79017725700025|HANDICAP DEPENDANCE CORSE DU SUD HD 2A|22-031712-1|[42.1156, 8.678032]|Restauration collective|2022-05-03T02:00:00+02:00|20160|Très satisfaisant|||42.1156|8.678032
Autres|Restaurant|Paris 14e  Arrondissement|91115331000014|YUMMY HOME|22-089554-1|[48.827316, 2.314607]|Restaurant|2022-11-09T01:00:00+01:00|75014|Satisfaisant|123 RUE DIDOT||48.827316|2.314607
Autres|Restaurant|Pantin|84501331700019|CHICKEN SPOT|22-090037-1|[48.889726, 2.403426]|Restaurant|2022-09-27T02:00:00+02:00|93500|Satisfaisant|17 RUE DU PRE SAINT GERVAIS||48.889726|2.403426
Autres|Restauration collective|Saint-Denis|21974011500908|ECOLE ELEMENTAIRE PUBLIQ ALAIN LORRAINE|22-012733-1|[-20.905907, 55.447503]|Restauration collective|2022-03-10T01:00:00+01:00|97400|Satisfaisant|91 ALLEE DES TULIPES||-20.905907|55.447503
Autres|Restaurant|Marseille 9e  Arrondissement|82921164800011|ANGKOR SHOP|22-069987-1|[43.249547, 5.422467]|Restaurant|2022-09-08T02:00:00+02:00|13009|Satisfaisant|83 BOULEVARD DU REDON||43.249547|5.422467
Autres|Restaurant|Trouville-sur-Mer|34464284800016|LE GALATEE|22-092971-1|[49.368586, 0.080147]|Restaurant|2022-11-22T01:00:00+01:00|14360|Satisfaisant|BAR DES PLANCHES ET LE GALATEE||49.368586|0.080147
Autres|Restaurant|Toulouse|44810698900016|N.A.C.H.|22-019439-1|[43.607991, 1.396502]|Restaurant|2022-03-17T01:00:00+01:00|31300|A corriger de manière urgente|4, route de Bayonne||43.607991|1.396502
Autres|Restauration collective|Quimperlé|77762542700011|OGEC ND DE KERBERTRAND|22-043453-1|[47.871818, -3.56106]|Restauration collective|2022-06-03T02:00:00+02:00|29300|Satisfaisant|154 RUE DE PONT AVEN|29233950|47.871818|-3.56106
Autres|Restaurant|Gagny|83987140700012|O PETISCO|22-021470-1|[48.869846, 2.555273]|Restaurant|2022-03-25T01:00:00+01:00|93220|Satisfaisant|103 RUE VAILLANT COUTURIER||48.869846|2.555273
Autres|Restauration collective|Mâcon|32652146500012|AGRIE ASS GEST REST INTER ENTR|22-008477-1|[46.293955, 4.8210619999999995]|Restauration collective|2022-02-18T01:00:00+01:00|71000|Très satisfaisant|378, Bd. de la Résistance|71270007|46.293955|4.821062
Autres|Restaurant|Villecresnes|84827235700015|SUSHI YOU|22-095131-1|[48.72773, 2.529837]|Restaurant|2022-11-24T01:00:00+01:00|94440|Satisfaisant|45 B AV DE LATTRE DE TASSIGNY||48.72773|2.529837
Autres|Restaurant|Paris 15e  Arrondissement|84497355200012|LE THEATRE|22-022091-1|[48.849123, 2.287205]|Restaurant|2022-03-29T02:00:00+02:00|75015|Satisfaisant|56 PL SAINT CHARLES||48.849123|2.287205
Autres|Restauration collective|Arras|35101191100036|MAISON DE RETRAITE ST FRANCOIS|22-090105-1|[50.288631, 2.790552]|Restauration collective|2022-11-10T01:00:00+01:00|62000|Très satisfaisant|17 RUE GRASSIN BALESDANS||50.288631|2.790552
Autres|Restaurant|Trélissac|50176472400016|SAKURA|22-019123-1|[45.214478, 0.769065]|Restaurant|2022-03-11T01:00:00+01:00|24750|Satisfaisant|SAKURA||45.214478|0.769065
Autres|Restaurant|Carignan|88908715100011|FRITERIE DE LA FONTAINE|22-078028-1|[49.632356, 5.165602]|Restaurant|2022-09-14T02:00:00+02:00|08110|Satisfaisant|PLACE DE LA FONTAINE||49.632356|5.165602
Autres|Restauration collective|Ostwald|21670365200125|COMMUNE DE OSTWALD|22-103996-1|[48.539278, 7.708106]|Restauration collective|2022-12-15T01:00:00+01:00|67540|Très satisfaisant|RUE DE CERNAY||48.539278|7.708106
Autres|Restaurant|Aubagne|33022055900018|CHARREL CAFE|22-030760-1|[43.286327, 5.546597]|Restaurant|2022-04-28T02:00:00+02:00|13400|Satisfaisant|R.N.8  Le Charrel||43.286327|5.546597
Autres|Restaurant|Narbonne|53203508600034|SARL REYNEA|22-015738-1|[43.185309, 3.010713]|Restaurant|2022-03-03T01:00:00+01:00|11100|Satisfaisant|15 RUE D ISLY||43.185309|3.010713
Autres|Restauration collective|Taverny|67820303500020|EHPAD RESIDENCE LE CASTEL|22-090085-1|[49.024708, 2.237105]|Restauration collective|2022-11-09T01:00:00+01:00|95150|Satisfaisant|5 RUE DES BRUYERES||49.024708|2.237105
Autres|Restauration collective|Paris 4e  Arrondissement|21750001601439|ECOLE MATERNELLE|22-072110-1|[48.851567, 2.358394]|Restauration collective|2022-09-15T02:00:00+02:00|75004|Satisfaisant|20 RUE POULLETIER||48.851567|2.358394
Autres|Restauration collective|Paris 5e  Arrondissement|78424942700013|E.S.A.T  L'ESPERANCE|22-049744-1|[48.851678, 2.343987]|Restauration collective|2022-06-29T02:00:00+02:00|75005|Très satisfaisant|47 RUE DE LA HARPE||48.851678|2.343987
Autres|Restauration collective|Brignoles|21830023400083|ECOL PRIM JEAN JAURES NUMERO 1|22-044341-1|[43.408093, 6.069035]|Restauration collective|2022-05-17T02:00:00+02:00|83170|Très satisfaisant|AVENUE DU MARECHAL FOCH|83023177|43.408093|6.069035
Autres|Restaurant|Paris 16e  Arrondissement|84111691600013|CEZANNE|22-085534-1|[48.868273, 2.291329]|Restaurant|2022-10-25T02:00:00+02:00|75016|Satisfaisant|45 AVENUE KLEBER||48.868273|2.291329
Autres|Restaurant|Douai|85347865900024|LA PIZZA DE PAPEL|22-090071-1|[50.370213, 3.075408]|Restaurant|2022-11-08T01:00:00+01:00|59500|A améliorer|84 RUE DE LA CLOCHE||50.370213|3.075408
Autres|Restauration collective|Montréal|51267423500142|EAM SAINT VINCENT  GCSMS AUTISME FRANCE|22-019540-1|[43.195535, 2.148864]|Restauration collective|2022-03-16T01:00:00+01:00|11290|Très satisfaisant|CHE DE PEYROUNET||43.195535|2.148864
Autres|Restauration collective|Anglet|31705042500030|ASS D'AIDE AUX PERSONNES AGEES|22-025054-1|[43.506305, -1.499855]|Restauration collective|2022-05-31T02:00:00+02:00|64600|Très satisfaisant|1 ALLEE BAUDELAIRE||43.506305|-1.499855
Autres|Restaurant|Roanne|82152841100019|RESTAURANT ENTRE DEUX Ô|22-005326-1|[46.038695, 4.081709]|Restaurant|2022-03-15T01:00:00+01:00|42300|Très satisfaisant|72 BIS QUAI DU COMMANDANT L HERMINIER||46.038695|4.081709
Autres|Restauration collective|Paris 13e  Arrondissement|78454693900017|COUVENT SAINT-JACQUES|22-039035-1|[48.833324, 2.34591]|Restauration collective|2022-05-24T02:00:00+02:00|75013|Satisfaisant|20 RUE DES TANNERIES||48.833324|2.34591
Autres|Restauration collective|Ribeauvillé|79370775300026|CORDON CUSTOMER & MANUFACTURING SERVIC|22-070173-1|[48.19043, 7.366955]|Restauration collective|2022-09-05T02:00:00+02:00|68150|Satisfaisant|ZONE D'ACTIVITES DU MUEHLBACH -||48.19043|7.366955
Autres|Restauration collective|Viarmes|20008479600016|EHPAD PAYS DE FRANCE - CARNELLE|22-082351-1|[49.127086, 2.370765]|Restauration collective|2022-10-03T02:00:00+02:00|95270|Satisfaisant|3 RUE KLEINPETER|95652001|49.127086|2.370765
Autres|Restauration collective|Paris 7e  Arrondissement|78480968300070|MULTI ACCUEIL PROVIDENCE|22-021451-1|[48.850398, 2.319099]|Restauration collective|2022-03-25T01:00:00+01:00|75007|Satisfaisant|3 RUE OUDINOT||48.850398|2.319099
Autres|Restauration collective|Delle|26900033700031|FOYER PERSONNES AGEES LOUIS CLERC|22-019533-1|[47.506664, 7.000968]|Restauration collective|2022-03-04T01:00:00+01:00|90100|Très satisfaisant|4, Résidence Louis Clerc|90033002|47.506664|7.000968
Autres|Restaurant|Bordeaux|90166771700010|ZEPHIRINE|22-037235-1|[44.841927, -0.582739]|Restaurant|2022-05-30T02:00:00+02:00|33000|Satisfaisant|62 RUE ABBE DE L EPEE||44.841927|-0.582739
Autres|Restaurant|Arcis-sur-Aube|90118492900015|LA POMME D'OR|22-021193-1|[48.536685, 4.141658]|Restaurant|2022-03-24T01:00:00+01:00|10700|Satisfaisant|1 RUE DE CHALONS||48.536685|4.141658
Autres|Restauration collective|Paris 19e  Arrondissement|32731157700016|ASSOCIATION CLAIR LOGIS|22-033487-1|[48.891594, 2.380341]|Restauration collective|2022-05-09T02:00:00+02:00|75019|Satisfaisant|59 RUE DE L OURCQ||48.891594|2.380341
Autres|Restaurant|Bruyères|41402747400017|LES ARCADES|21-109089-1|[48.210871, 6.7201059999999995]|Restaurant|2022-02-22T01:00:00+01:00|88600|Satisfaisant|5 bis, RUE DU CAMEROUN||48.210871|6.720106
Autres|Restauration collective|Dieuze|24570120600105|HALTE GARDERIE LA RIBAMBELLE|22-054202-1|[48.804534, 6.729013]|Restauration collective|2022-07-07T02:00:00+02:00|57260|Satisfaisant|2 RUE DES BERGERONNETTES||48.804534|6.729013
Autres|Restaurant|Paris 12e  Arrondissement|87835965200012|Brasserie Pizzaria d'Azur|22-050402-1|[48.846414, 2.371897]|Restaurant|2022-06-28T02:00:00+02:00|75012|Satisfaisant|7 RUE DE LYON||48.846414|2.371897
Autres|Restaurant|Paris 19e  Arrondissement|50386106400015|SUSHI BA'R|22-041648-1|[48.87552, 2.3906359999999998]|Restaurant|2022-05-25T02:00:00+02:00|75019|Très satisfaisant|153 RUE DE BELLEVILLE||48.87552|2.390636
Autres|Restaurant|Pointe-à-Pitre|84057589800019|RESTAURANT QUAI OUEST|22-062032-1|[16.222525, -61.527028]|Restaurant|2022-08-09T02:00:00+02:00|97110|Satisfaisant|MARINA BAS DU FORT||16.222525|-61.527028
Autres|Restaurant|Créteil|50303397900025|PAULINA|22-019569-1|[48.793062, 2.462498]|Restaurant|2022-03-17T01:00:00+01:00|94000|Satisfaisant|19 RUE DU GENERAL LECLERC||48.793062|2.462498
Autres|Restaurant|Saint-Denis|79150554800036|L'OISEAU DU JARDIN|22-020094-1|[-20.876899, 55.447105]|Restaurant|2022-03-18T01:00:00+01:00|97400|Satisfaisant|8 bis rue Labourdonnais||-20.876899|55.447105
Autres|Restauration collective|Vieux-Boucau-les-Bains|78457239800039|COLONIE DE VACANCES COMPAGNONS DES BELLES ETAPES|22-065126-1|[43.78174, -1.399363]|Restauration collective|2022-08-23T02:00:00+02:00|40480|Satisfaisant|1 impasse du couchant||43.78174|-1.399363
Autres|Restaurant|Lille|35336793100022|LA CHICOREE|22-064779-1|[50.635888, 3.063263]|Restaurant|2022-08-22T02:00:00+02:00|59800|A améliorer|19 PL RIHOUR||50.635888|3.063263
Autres|Restauration collective|Paris 7e  Arrondissement|32072068300012|OGEC ECOLE NOUV ST THOMAS D AQUIN|22-069875-1|[48.85528, 2.330234]|Restauration collective|2022-09-08T02:00:00+02:00|75007|Satisfaisant|7 RUE PERRONET||48.85528|2.330234
Autres|Restaurant|Paris 4e  Arrondissement|49451656000062|CABANA BEACH|22-019178-1|[48.859307, 2.348891]|Restaurant|2022-03-08T01:00:00+01:00|75004|Satisfaisant|12 BD DE SEBASTOPOL||48.859307|2.348891
Autres|Restaurant|Paris 9e  Arrondissement|91018382100016|LA MERA MERA|22-072330-1|[48.87646, 2.345749]|Restaurant|2022-09-15T02:00:00+02:00|75009|Très satisfaisant|79 RUE LA FAYETTE||48.87646|2.345749
Autres|Restauration collective|Paris 10e  Arrondissement|33415947207313|ECOLE PRIMAIRE ROCROY|22-078214-1|[48.880825, 2.352529]|Restauration collective|2022-10-05T02:00:00+02:00|75010|Satisfaisant|RS ROCROIX ST VINCENT DE PAUL||48.880825|2.352529
Autres|Restauration collective|Notre-Dame-de-Monts|54205118000058|CENTRE DE VACANCES TOTAL|22-054721-1|[46.832593, -2.135725]|Restauration collective|2022-07-12T02:00:00+02:00|85690|Satisfaisant|36 RUE CESBRON GEORGES||46.832593|-2.135725
Autres|Restaurant|Paris 20e  Arrondissement|37819205800014|LE COUNTRY BAR|22-102795-1|[48.866366, 2.406146]|Restaurant|2022-12-02T01:00:00+01:00|75020|Satisfaisant|5 PLACE OCTAVE CHANUTE||48.866366|2.406146
Autres|Restaurant|Paris 11e  Arrondissement|89785695100024|RHEZOME|22-091060-1|[48.853195, 2.382643]|Restaurant|2022-11-14T01:00:00+01:00|75011|Satisfaisant|35 RUE FAIDHERBE||48.853195|2.382643
Autres|Restauration collective|La Chaussée-Tirancourt|21800179000029|ECOLE PRIMAIRE PUBLIQUE ANDRE SEHET|22-032074-1|[49.953273, 2.152679]|Restauration collective|2022-05-03T02:00:00+02:00|80310|Très satisfaisant|rue h de Franqueville||49.953273|2.152679
Autres|Restauration collective|Verneuil-sur-Seine|78513892600031|ECOLE PRIMAIRE PRIVEE PENSIONNAT|22-103893-1|[48.982385, 1.9764249999999999]|Restauration collective|2022-12-06T01:00:00+01:00|78480|Satisfaisant|106, grande rue||48.982385|1.976425
Autres|Restaurant|Cavalaire-sur-Mer|84075274500025|SAS EDINA - EDINA CAFE|22-051152-1|[43.175527, 6.53234]|Restaurant|2022-06-28T02:00:00+02:00|83240|Très satisfaisant|22 AV FREDERIC MISTRAL||43.175527|6.53234
Autres|Restauration collective|Paris 16e  Arrondissement|78466216500017|LES AMIS ECOLE LAMAZOU OGEC|22-021808-1|[48.841179, 2.262377]|Restauration collective|2022-03-28T02:00:00+02:00|75016|Satisfaisant|80 RUE BOILEAU||48.841179|2.262377
Autres|Restauration collective|Saint-Germain-en-Laye|78512428000039|COLLEGE PRIVE NOTRE-DAME|22-088281-1|[48.894002, 2.07537]|Restauration collective|2022-10-14T02:00:00+02:00|78100|Satisfaisant|3 r de temara|78551065|48.894002|2.07537
Autres|Restaurant|Paris 3e  Arrondissement|79853814600019|FUSION N'ROLLS|22-099525-1|[48.861816, 2.351831]|Restaurant|2022-12-07T01:00:00+01:00|75003|Satisfaisant|156 RUE SAINT MARTIN||48.861816|2.351831
Autres|Restaurant|Boulazac Isle Manoire|79134719800016|MEUH!|22-019488-1|[45.138859, 0.783086]|Restaurant|2022-03-08T01:00:00+01:00|24750|Très satisfaisant|MEUH!||45.138859|0.783086
Autres|Restaurant|Denain|52021705000019|VIENNOISERIE L'EPI D'OR|22-083852-1|[50.326804, 3.399161]|Restaurant|2022-10-13T02:00:00+02:00|59220|Satisfaisant|205 RUE DE VILLARS||50.326804|3.399161
Autres|Restaurant|Beauvais|50902346100023|LE LUTECIA|22-089777-1|[49.430162, 2.082966]|Restaurant|2022-10-27T02:00:00+02:00|60000|Très satisfaisant|18 PL JEANNE HACHETTE||49.430162|2.082966
Autres|Restauration collective|Paris 19e  Arrondissement|35118614300084|CRECHE LA MAISON DES BOUT CHOU|22-022913-1|[48.893616, 2.37901]|Restauration collective|2022-03-31T02:00:00+02:00|75019|Satisfaisant|15 ALLEE DES EIDERS||48.893616|2.37901
Autres|Restaurant|Décines-Charpieu|91172048000019|LE FOURNIL DE L'ESPLANADE|22-089780-1|[45.772163, 4.974476]|Restaurant|2022-11-08T01:00:00+01:00|69150|Satisfaisant|364 AV JEAN JAURES||45.772163|4.974476
Autres|Restaurant|Charleville-Mézières|89340024200010|KFC CHARLEVILLE-MEZIERES|23-002363-1|[49.739836, 4.706126]|Restaurant|2023-01-12T01:00:00+01:00|08000|Très satisfaisant|2 RUE PAULIN RICHIER||49.739836|4.706126
Autres|Restauration collective|Le Fousseret|26310109900038|FOYER LOGEMENT RESIDENCE LEONTINE NAVES|22-085175-1|[43.284201, 1.067641]|Restauration collective|2022-10-11T02:00:00+02:00|31430|Satisfaisant|2 Chemin de l'Aire||43.284201|1.067641
Autres|Restaurant|Millery|75050415100010|A LA TABLE DE L ETANG|22-021894-1|[48.806797, 6.120579]|Restaurant|2022-03-25T01:00:00+01:00|54670|Satisfaisant|ROUTE DE CUSTINES||48.806797|6.120579
Autres|Restaurant|Chaillevette|91743931700012|GASS MANUEL|22-094235-1|[45.731302, -1.057896]|Restaurant|2022-11-15T01:00:00+01:00|17890|Très satisfaisant|PRISE DU PORT||45.731302|-1.057896
Autres|Restaurant|Créteil|43488558800013|CRETAILOTEL|22-019565-1|[48.765434, 2.471795]|Restaurant|2022-03-17T01:00:00+01:00|94000|Satisfaisant|12 RUE FERNAND POUILLON||48.765434|2.471795
Autres|Restaurant|Créteil|88305333200010|LE VILLAGE|22-019574-1|[48.79239, 2.463411]|Restaurant|2022-03-17T01:00:00+01:00|94000|Très satisfaisant|45 RUE DU GENERAL LECLERC||48.79239|2.463411
Autres|Restaurant|Paris 10e  Arrondissement|81865541700017|VIDA|22-067898-1|[48.871853, 2.348413]|Restaurant|2022-08-31T02:00:00+02:00|75010|Satisfaisant|49 RUE DE L ECHIQUIER||48.871853|2.348413
Autres|Restaurant|Paris 5e  Arrondissement|80751389000010|U MULINU|22-029184-1|[48.841086, 2.3623]|Restaurant|2022-04-21T02:00:00+02:00|75005|Satisfaisant|28 BOULEVARD DE L HOPITAL||48.841086|2.3623
Autres|Restauration collective|Pamiers|77667398000038|COLLEGE NOTRE DAME|22-010389-1|[43.117522, 1.6125099999999999]|Restauration collective|2022-03-14T01:00:00+01:00|09100|Satisfaisant|3, Place des Cordeliers||43.117522|1.61251
Autres|Restauration collective|Saint-Amour|26390010200017|EHPAD LUCIEN GUICHARD|22-055790-1|[46.439723, 5.341109]|Restauration collective|2022-07-19T02:00:00+02:00|39160|Très satisfaisant|4,ALLEE DES CAPUCINS||46.439723|5.341109
Autres|Restauration collective|Étampes|78519417600059|ASSOCIATION INSTITUTION JEANNE D'ARC|22-021753-1|[48.436052, 2.158035]|Restauration collective|2022-06-13T02:00:00+02:00|91150|Très satisfaisant|11 BOULEVARD HENRI IV||48.436052|2.158035
Autres|Restauration collective|Saint-Julien-de-Vouvantes|78605818000013|MAISON D'ACCUEIL ST JULIEN|22-052976-1|[47.640505, -1.238586]|Restauration collective|2022-07-07T02:00:00+02:00|44670|Satisfaisant|7, rue des Rochettes||47.640505|-1.238586
Autres|Restaurant|Paris 9e  Arrondissement|80181958200017|LES GOUTTES DE DIEU|22-045631-1|[48.873141, 2.339358]|Restaurant|2022-06-13T02:00:00+02:00|75009|Satisfaisant|8 RUE ROSSINI||48.873141|2.339358
Autres|Restaurant|Le Tampon|44155501800015|LE SNACK DES PALMIERS|22-021760-1|[-21.254808, 55.496722]|Restaurant|2022-03-17T01:00:00+01:00|97430|Satisfaisant|1 IMP LA BRUYERE||-21.254808|55.496722
Autres|Restauration collective|Paris 14e  Arrondissement|78444843300028|CEREP|22-069194-1|[48.819916, 2.341837]|Restauration collective|2022-07-06T02:00:00+02:00|75014|Satisfaisant|20 BOULEVARD JOURDAN||48.819916|2.341837
Autres|Restaurant|Paris 9e  Arrondissement|83285121600016|ZICATELA|22-019583-1|[48.873448, 2.343959]|Restaurant|2022-03-17T01:00:00+01:00|75009|Satisfaisant|8 RUE GEOFFROY MARIE||48.873448|2.343959
Autres|Restauration collective|Garges-lès-Gonesse|21950268900215|ECOLE MATERNELLE PUBLIQUE VICTOR HUGO|22-026544-1|[48.971504, 2.387705]|Restauration collective|2022-03-18T01:00:00+01:00|95140|Satisfaisant|ECOLE MATERNELLE PUBLIQUE VICTOR HUGO||48.971504|2.387705
Autres|Restaurant|Bastia|75114108600015|LE A|22-050853-1|[42.684558, 9.435695]|Restaurant|2022-06-28T02:00:00+02:00|20200|Satisfaisant|LE A||42.684558|9.435695
Autres|Restaurant|Avignon|89000589500028|BF AVIGNON|22-019414-1|[43.948077, 4.809673]|Restaurant|2022-03-16T01:00:00+01:00|84000|Satisfaisant|51 RUE VIEUX SEXTIER||43.948077|4.809673
Autres|Restaurant|Paris 4e  Arrondissement|88096082800015|ALFI|22-105006-1|[48.856999, 2.358822]|Restaurant|2022-12-16T01:00:00+01:00|75004|Satisfaisant|18 RUE DES ECOUFFES||48.856999|2.358822
Autres|Restaurant|Maubourguet|84847912700021|HOTEL DE FRANCE|22-090302-1|[43.467571, 0.035002]|Restaurant|2022-11-09T01:00:00+01:00|65700|Satisfaisant|75 ALL LARBANES||43.467571|0.035002
Autres|Restauration collective|Aixe-sur-Vienne|77571667300287|ETAB HBGT PRES AGEES DEP|22-055471-1|[45.796141, 1.138309]|Restauration collective|2022-07-19T02:00:00+02:00|87700|Satisfaisant|ETAB HBGT PRES AGEES DEP||45.796141|1.138309
