ods_type_activite|categorie|commune|siret|Nom|numero_inspection|geores|filtre|date_inspection|code_postal|evaluation|adresse|agrement|lat|lon
Autres|Restaurant|GAMACHES|30121048000010|SARL AUBERGE DU DOUBLE SIX|16696510|[49.985274, 1.561386]|Restaurant|2022-12-30T01:00:00+01:00|80220|A améliorer|24 PL GENERAL LECLERC||49.985274|1.561386
Autres|Restaurant|LYON|31017429700013|LE SAINT JOSEPH (RESTAURANT DE LA BOULANGERIE)|16463805|[45.762926, 4.832648]|Restaurant|2022-04-05T02:00:00+02:00|69002|Très satisfaisant|46 R MERCIERE||45.762926|4.832648
Autres|Restaurant|RUEIL MALMAISON|32241745200024|LES HAMPTONS (PARIS COUNTRY CLUB)|16469836|[48.859218, 2.194617]|Restaurant|2022-05-20T02:00:00+02:00|92500|Très satisfaisant|123 Rue du Lt Colonel de Montbrison||48.859218|2.194617
Autres|Restaurant|GIF SUR YVETTE|33822038700017|LE CANAPE|16704097|[48.702514, 2.1354509999999998]|Restaurant|2023-01-13T01:00:00+01:00|91190|Très satisfaisant|1 R GUSTAVE VATONNE||48.702514|2.135451
Autres|Restaurant|FORGES LES BAINS|35186239600048|RESTAURATION DU GOLF|16697705|[48.629562, 2.084868]|Restaurant|2023-01-04T01:00:00+01:00|91470|Très satisfaisant|RUE GAL LECLERC||48.629562|2.084868
Autres|Restaurant|LYON|32549463100014|LES ENFANTS  TERRIBLES (LYON PRESQU'ILE RESTAURATION)|16366737|[45.76251, 4.832729]|Restaurant|2022-03-10T01:00:00+01:00|69002|Satisfaisant|58 R MERCIERE||45.76251|4.832729
Autres|Restaurant|LA MADELAINE SOUS MONTREUIL|34961558300011|LA GRENOUILLERE|16397276|[50.470105, 1.753435]|Restaurant|2022-03-25T01:00:00+01:00|62170|Très satisfaisant|AUBERGE DE LA GRENOUILLERE||50.470105|1.753435
Autres|Restaurant|LE VESINET|38143501500015|PALAIS RIZIERES (AU PALAIS DES RIZIERES)|16456068|[48.897683, 2.114621]|Restaurant|2022-03-24T01:00:00+01:00|78110|A améliorer|125 BD CARNOT||48.897683|2.114621
Autres|Restaurant|CLICHY|33763497600118|LE FOURNIL DE PARIS|16471852|[48.902722, 2.306662]|Restaurant|2022-05-24T02:00:00+02:00|92110|Satisfaisant|80 Rue Martre||48.902722|2.306662
Autres|Restaurant|GRIGNY|38403390800011|LA CRIEE (GRIGNY RESTAURATION)|16578004|[48.668841, 2.393262]|Restaurant|2022-09-02T02:00:00+02:00|91350|Très satisfaisant|21 RTE NATIONALE 7||48.668841|2.393262
Autres|Restaurant|COIGNIERES|39038577100014|QUICK (LE ROC RESTAURATION QUICK)|16464419|[48.747882, 1.921155]|Restaurant|2022-03-18T01:00:00+01:00|78310|Satisfaisant|RN 10||48.747882|1.921155
Autres|Restaurant|GRIGNY|34449662500023|LE PAVILLON IMPERIAL|16514466|[48.671544, 2.394915]|Restaurant|2022-07-04T02:00:00+02:00|91350|A améliorer|1-3-RUE GUSTAVE EIFFEL 1 RUE DES HALLES||48.671544|2.394915
Autres|Restaurant|BREST|39087499800011|MAC DONALD S (ARCHE LES ABERS)|16462974|[48.387202, -4.525944]|Restaurant|2022-05-16T02:00:00+02:00|29200|Très satisfaisant|126 BD DE PLYMOUTH||48.387202|-4.525944
Autres|Restaurant|LYON 6E ARRONDISSEMENT|35393669300046|LES CARNETS D'EDOUARD|16461618|[45.766744, 4.857021]|Restaurant|2022-05-10T02:00:00+02:00|69006|Satisfaisant|LE BISTROT  24 BD DES BROTTEAUX||45.766744|4.857021
Autres|Restaurant|LYON 6E ARRONDISSEMENT|40210149700020|LE VERDI|16462652|[45.768298, 4.8571349999999995]|Restaurant|2022-05-10T02:00:00+02:00|69006|Très satisfaisant|13 BOULEVARD DES BROTTEAUX||45.768298|4.857135
Autres|Restaurant|MORLAIX|37828367500056|Restaurant L'Herbe en sol (HOUDY FRANCOISE-GUENOLEE)|16652033|[48.578093, -3.8274809999999997]|Restaurant|2022-11-16T01:00:00+01:00|29600|Très satisfaisant|21 RUE ANGE DE GUERNISAC||48.578093|-3.827481
Autres|Restaurant|SARTROUVILLE|40218476600028|OR GRILL (SARL XIN CHUN)|16614128|[48.949592, 2.198045]|Restaurant|2022-10-04T02:00:00+02:00|78500|A améliorer|43 Rue Jean Pierre Timbaud||48.949592|2.198045
Autres|Restaurant|BOULOGNE BILLANCOURT|38021727300016|BRASSERIE JEAN BAPTISTE|16438906|[48.840976, 2.2291600000000003]|Restaurant|2022-04-21T02:00:00+02:00|92100|Satisfaisant|1 RPT RHIN ET DANUBE||48.840976|2.2291600000000003
Autres|Restaurant|EVRY COURCOURONNES|39939455000012|LE GOURMET PRESSE|16580462|[48.630589, 2.430109]|Restaurant|2022-09-06T02:00:00+02:00|91000|Satisfaisant|BD DE L'EUROPE||48.630589|2.430109
Autres|Restaurant|COIGNIERES|38057516700016|LRM BELLA VITA|16434893|[48.748457, 1.9235039999999999]|Restaurant|2022-03-09T01:00:00+01:00|78310|Satisfaisant|134 RTE NATIONALE 10||48.748457|1.923504
Autres|Restaurant|ANTHY SUR LEMAN|40540357700027|RESTAURANT MAC DONALD'S (SAS GA RESTAURANT MAC DONALD'S)|16481002|[46.349555, 6.433327]|Restaurant|2022-06-02T02:00:00+02:00|74200|Satisfaisant|ROUTE DE GENEVE||46.349555|6.433327
Autres|Restaurant|AIRE SUR LA LYS|42376429900057|BONIFACIO PIZZA (SAEZ JEAN-MICHEL)|16358998|[50.644494, 2.405261]|Restaurant|2022-03-03T01:00:00+01:00|62120|A améliorer|54 RUE FORT GASSION||50.644494|2.405261
Autres|Restaurant|BOURG EN BRESSE|38462229600018|LE BRESSAN (SARL LES GIROLLES)|16356014|[46.202694, 5.228055]|Restaurant|2022-03-02T01:00:00+01:00|01000|Très satisfaisant|34 R DE LA REPUBLIQUE||46.202694|5.228055
Autres|Restaurant|LES ULIS|43483601100016|LA FERME (LA FERME DES GASCONS)|16470905|[48.685235, 2.202692]|Restaurant|2022-05-20T02:00:00+02:00|91940|Très satisfaisant|7 AV DES INDES||48.685235|2.202692
Autres|Restaurant|ARAGNOUET|43817927700043|L'EDELWEISS (MONSIEUR MARC-ERIK BREGER)|16359803|[42.786629, 0.21468299999999998]|Restaurant|2022-03-01T01:00:00+01:00|65170|Satisfaisant|PIAU ENGALY||42.786629|0.2146829999999999
Autres|Restaurant|JANVRY|39214247700018|LA BONNE FRANQUETTE|16372600|[48.648053, 2.153236]|Restaurant|2022-03-15T01:00:00+01:00|91640|Très satisfaisant|1 R DU MARCHAIS||48.648053|2.153236
Autres|Restaurant|SAINT RENAN|44028624300017|SOCIETE RENANAISE DE RESTAURATION|16699130|[48.428438, -4.618026]|Restaurant|2023-01-05T01:00:00+01:00|29290|Très satisfaisant|RUE DU PONT DE BOIS||48.428438|-4.618026
Autres|Restaurant|ANNECY|44053204200015|Le Ciselin (VAGNOUX PATRICE)|16522285|[45.932174, 6.170209]|Restaurant|2022-07-07T02:00:00+02:00|74940|Très satisfaisant|8 RUE DU PRE D AVRIL||45.932174|6.170209
Autres|Restaurant|CAPAVENIR VOSGES|39805036900048|SNACK 88 (BARKAOUI FARID)|16536463|[48.245097, 6.412984]|Restaurant|2022-07-22T02:00:00+02:00|88150|Très satisfaisant|THAON LES VOSGES 19 B RUE ROUGE POIRIER||48.245097|6.412984
Autres|Restaurant|SACLAY|43513654400028|PIZZERIA ROMANO (ETOILE DE SACLAY)|16665123|[48.731738, 2.174086]|Restaurant|2022-11-29T01:00:00+01:00|91400|Très satisfaisant|13 RUE DE PARIS||48.731738|2.174086
Autres|Restaurant|COIGNIERES|43820656700036|L'ETE INDIEN (NEW RAJAH)|16438273|[48.748909, 1.923114]|Restaurant|2022-03-09T01:00:00+01:00|78310|Satisfaisant|1 RUE DE LA PREVENDERIE||48.748909|1.923114
Autres|Restaurant|LAMPAUL GUIMILIAU|40218479000028|CREPERIE RESTAURANT L'ESCAPADE (KERDILES OLIVIER)|16373619|[48.492875, -4.041508]|Restaurant|2022-03-04T01:00:00+01:00|29400|Très satisfaisant|8 PL DU VILLERS||48.492875|-4.041508
Autres|Restaurant|LE PECQ|41146349000036|L'ALMODOVAR (BEIRAMAR)|16582857|[48.898468, 2.110229]|Restaurant|2022-06-23T02:00:00+02:00|78230|A améliorer|1 RUE DU PROGRES||48.898468|2.110229
Autres|Restaurant|CROISSY SUR SEINE|47998590500013|SARL LE VILLAGE|16475283|[48.878242, 2.144183]|Restaurant|2022-05-30T02:00:00+02:00|78290|A améliorer|22 BD FERNAND HOSTACHY||48.878242|2.144183
Autres|Restaurant|LYON|48029743100011|RESTAURANT DIONYSOS (ACHAIOS)|16458548|[45.767354, 4.857363]|Restaurant|2022-05-10T02:00:00+02:00|69006|A améliorer|3 AV GENERAL BROSSET||45.767354|4.857363
Autres|Restaurant|VIROFLAY|41397552500010|AU PORTE BONHEUR (ZHOU)|16668818|[48.803432, 2.166399]|Restaurant|2022-12-01T01:00:00+01:00|78220|A améliorer|164 AV DU GENERAL LECLERC||48.803432|2.166399
Autres|Restaurant|LYON|45119754500010|LU|16488835|[45.76381, 4.864582]|Restaurant|2022-06-10T02:00:00+02:00|69006|Satisfaisant|255 CRS LAFAYETTE||45.76381|4.864582
Autres|Restaurant|VIARMES|48516906400022|RESTAURANT MARMARA (SARL MARMARA)|16498615|[49.125394, 2.369882]|Restaurant|2022-06-21T02:00:00+02:00|95270|A améliorer|20 R DE PARIS||49.125394|2.369882
Autres|Restaurant|CORRENCON EN VERCORS|42042507600155|LA POMME DE PIN (DB38)|16370178|[45.031534, 5.5269770000000005]|Restaurant|2022-03-09T01:00:00+01:00|38250|Très satisfaisant|LES RAMBINS||45.031534|5.5269770000000005
Autres|Restaurant|MARLY LE ROI|49122217000012|LA PLANTATION (CAP-ARNO)|16536872|[48.866392, 2.095042]|Restaurant|2022-07-22T02:00:00+02:00|78160|A améliorer|22  GDE RUE||48.866392|2.095042
Autres|Restaurant|GARCHES|43825088800015|JUN DU (JING DU)|16350668|[48.843253, 2.18647]|Restaurant|2022-02-24T01:00:00+01:00|92380|Satisfaisant|1 AV DU MAL LECLERC||48.843253|2.18647
Autres|Restaurant|VERNEUIL SUR SEINE|49748066500015|BALI|16584313|[48.980645, 1.973571]|Restaurant|2022-08-10T02:00:00+02:00|78480|Satisfaisant|38 BD ANDRE MALRAUX||48.980645|1.973571
Autres|Restaurant|CALAIS|50016230000064|SNACK LA CALAISIENNE|16626876|[50.945771, 1.853732]|Restaurant|2022-10-18T02:00:00+02:00|62100|Satisfaisant|PL D ALSACE||50.945771|1.853732
Autres|Restaurant|BOULOGNE BILLANCOURT|49147946500016|AYANN|16359662|[48.829989, 2.239252]|Restaurant|2022-03-02T01:00:00+01:00|92100|Satisfaisant|8 PL BIR HAKEIM||48.829989|2.239252
Autres|Restaurant|GUIGNES|50021411900017|AU BRIARD GOURMAND|16369236|[48.636295, 2.796875]|Restaurant|2022-03-11T01:00:00+01:00|77390|Très satisfaisant|10 RUE DE SERVOLLES||48.636295|2.796875
Autres|Restaurant|ORGEVAL|49277042500014|LE CANARD LAQUE (SARL WANG)|16551115|[48.929675, 1.977685]|Restaurant|2022-08-04T02:00:00+02:00|78630|A améliorer|QUARANTE SOUS||48.929675|1.977685
Autres|Restaurant|CALAIS|49341195300018|AU SOLEIL D'IZMIR (KOCAPINAR ORHAN)|16367912|[50.945778, 1.8763459999999998]|Restaurant|2022-03-10T01:00:00+01:00|62100|Satisfaisant|188 BD DE L EGALITE||50.945778|1.876346
Autres|Restaurant|BREST|44269883300013|LE FOURNIL DES PROVINCES|16455677|[48.40515, -4.510615]|Restaurant|2022-05-09T02:00:00+02:00|29200|Satisfaisant|28 AV DE TARENTE||48.40515|-4.510615
Autres|Restaurant|CHELLES|50099396900103|MCDONALD'S (MCDONALD S EST PARISIEN)|16447632|[48.876728, 2.604141]|Restaurant|2022-05-02T02:00:00+02:00|77500|Très satisfaisant|RUE GABRIEL DE MORTILLET||48.876728|2.604141
Autres|Restaurant|AMIENS|49389489300020|O'MIMOSAS (MIMOSAS)|16533673|[49.89588, 2.303442]|Restaurant|2022-07-12T02:00:00+02:00|80000|Satisfaisant|PL DU DON||49.89588|2.303442
Autres|Restaurant|CALAIS|50016230000098|SNACK LA CALAISIENNE|16629186|[50.952611, 1.850018]|Restaurant|2022-10-18T02:00:00+02:00|62100|Satisfaisant|PARC SAINT PIERRE, EMPLACEMENT 5, AV DU PRESIDENT WILSON||50.952611|1.850018
Autres|Restaurant|VERSAILLES|45080959500017|GOLDEN BENGAL (GOLDEN BENGAL)|16484375|[48.798747, 2.134233]|Restaurant|2022-06-01T02:00:00+02:00|78000|A améliorer|35 R DES ETATS GENERAUX||48.798747|2.134233
Autres|Restaurant|BOULOGNE SUR MER|50282754600032|HOGGARD (SENAHI MOUSSA)|16394392|[50.721978, 1.60919]|Restaurant|2022-03-24T01:00:00+01:00|62200|Satisfaisant|101 RUE NATIONALE||50.721978|1.60919
Autres|Restaurant|LARDY|50107350600013|LA STORIA|16485622|[48.533697, 2.29181]|Restaurant|2022-06-03T02:00:00+02:00|91510|Satisfaisant|1 RUE GERMAINE LELIEVRE||48.533697|2.29181
Autres|Restaurant|SAINT THIBAULT DES VIGNES|50508764300019|SUSHI SUSHI (ETOILE D'ASIE)|16641367|[48.863605, 2.6749039999999997]|Restaurant|2022-11-02T01:00:00+01:00|77400|A améliorer|1 PL JEAN MONNET||48.863605|2.674904
Autres|Restaurant|VIROFLAY|51006089000017|YOTSUBA (YOTSUBA)|16434457|[48.799225, 2.159204]|Restaurant|2022-03-17T01:00:00+01:00|78220|A améliorer|240 AV DU GENERAL LECLERC||48.799225|2.159204
Autres|Restaurant|BREST|50175568000011|LE SAINT CHARLES CHEZ MELANIE (SOCIETE LE SAINT CHARLES)|16442427|[48.413728, -4.496321]|Restaurant|2022-04-25T02:00:00+02:00|29200|Très satisfaisant|RUE CLAUDE DEBUSSY||48.413728|-4.496321
Autres|Restaurant|VERT LE PETIT|48102938700042|ALLO SUSHI (LAARADH MABROUK)|16506526|[48.551969, 2.365904]|Restaurant|2022-06-23T02:00:00+02:00|91710|Satisfaisant|3 RUE DE LA LIBERTE||48.551969|2.365904
Autres|Restaurant|BOULOGNE BILLANCOURT|51383289900019|L'INTERMITTENT (L INTERMITTENT)|16687230|[48.844443, 2.234234]|Restaurant|2022-12-15T01:00:00+01:00|92100|A améliorer|87 AVENUE JEAN BAPTISTE CLEMENT||48.844443|2.234234
Autres|Restaurant|VERSAILLES|50460296200012|LA CANTINE (BCM)|16353473|[48.805874, 2.132594]|Restaurant|2022-02-28T01:00:00+01:00|78000|A améliorer|2 RUE ANDRE CHENIER||48.805874|2.132594
Autres|Restaurant|VERSAILLES|51498289100012|PIZZA CAPRI (SMILEY)|16567244|[48.807281, 2.131458]|Restaurant|2022-08-23T02:00:00+02:00|78000|Satisfaisant|17 RUE DUCIS||48.807281|2.131458
Autres|Restaurant|LYON 6E ARRONDISSEMENT|51893225600028|LE PLAN B (T2 LYON)|16459960|[45.767421, 4.85707]|Restaurant|2022-05-10T02:00:00+02:00|69006|Très satisfaisant|25 BD DES BROTTEAUX||45.767421|4.85707
Autres|Restaurant|SAINT MANDE|52244862000057|LA FRATERNITE (ALBERICOU)|16457962|[48.843861, 2.417347]|Restaurant|2022-05-10T02:00:00+02:00|94160|A améliorer|2 avenue victor Hugo||48.843861|2.417347
Autres|Restaurant|MARLY LE ROI|52276105500022|COCOONING|16528388|[48.866325, 2.095228]|Restaurant|2022-06-23T02:00:00+02:00|78160|A améliorer|COCOONING RESTAURANT  6 B GDE RUE||48.866325|2.095228
Autres|Restaurant|PLOUGUIN|51436532900010|LE MADATAO|16645966|[48.52482, -4.598231]|Restaurant|2022-11-07T01:00:00+01:00|29830|Très satisfaisant|8 PL EUGENE FOREST||48.52482|-4.598231
Autres|Restaurant|LANESTER|52319936200030|DEL ARTE (JADALAN)|16657002|[47.778754, -3.343759]|Restaurant|2022-11-22T01:00:00+01:00|56600|Satisfaisant|RUE DOMINIQUE ARAGO||47.778754|-3.343759
Autres|Restaurant|ROSCOFF|49405370500039|REACH|16582462|[48.726139, -3.98409]|Restaurant|2022-09-06T02:00:00+02:00|29680|Très satisfaisant|18 RUE AMIRAL REVEILLERE||48.726139|-3.98409
Autres|Restaurant|DOUARNENEZ|52876385700018|MCDONALD'S (MCDONALD S)|16478533|[48.089002, -4.348024]|Restaurant|2022-06-01T02:00:00+02:00|29100|Très satisfaisant|1 ALLEE AR VAENEG||48.089002|-4.348024
Autres|Restaurant|NANTERRE|52207530800034|ACFLAM|16494170|[48.886211, 2.193881]|Restaurant|2022-06-16T02:00:00+02:00|92000|Satisfaisant|43 PL DE L'HEMICYCLE||48.886211|2.193881
Autres|Restaurant|RENNES|53163697500033|CHEZ LES GARCONS (CUISINE AND CO)|16376742|[48.11108, -1.683034]|Restaurant|2022-03-17T01:00:00+01:00|35000|A améliorer|8 RUE GEORGES DOTTIN||48.11108|-1.683034
Autres|Restaurant|VERSAILLES|52495923600406|ELIOR CONCESSIONS GARES VERSAILLES CHA|16480310|[48.796117, 2.135999]|Restaurant|2022-06-02T02:00:00+02:00|78000|Très satisfaisant|4 RUE DE L ABBE ROUSSEAU||48.796117|2.135999
Autres|Restaurant|AMBERT|52520057200010|FOURNIL SAINT PIERRE|16426689|[45.545608, 3.728515]|Restaurant|2022-04-11T02:00:00+02:00|63600|Très satisfaisant|RUE SAINT PIERRE||45.545608|3.728515
Autres|Restaurant|LYON|49875156900019|GOCHI (SUSHI STUDIO)|16374949|[45.751322, 4.826068]|Restaurant|2022-03-16T01:00:00+01:00|69002|Très satisfaisant|11 RUE GAL PLESSIER||45.751322|4.826068
Autres|Restaurant|LA BOISSIERE ECOLE|52819470700022|LA GRANGE DE BORY (LES CHEVANCES)|16595557|[48.68628, 1.655611]|Restaurant|2022-06-09T02:00:00+02:00|78125|Satisfaisant|1 RTE D ADAINVILLE||48.68628|1.655611
Autres|Restaurant|VILLENEUVE SUR AUVERS|53318182200016|SASU RESTAURANT LA MANGEOIRE (RESTAURANT LA MANGEOIRE)|16660042|[48.48273, 2.218671]|Restaurant|2022-11-18T01:00:00+01:00|91580|Satisfaisant|LE BOIS MORET||48.48273|2.218671
Autres|Restaurant|EVRY COURCOURONNES|53392381900015|AU BON ART (A.O.B)|16674985|[48.626032, 2.423837]|Restaurant|2022-12-07T01:00:00+01:00|91080|Satisfaisant|10 RUE JEAN MERMOZ||48.626032|2.423837
Autres|Restaurant|ORGEVAL|49958256700024|BOWLING D'ORGEVAL|16452549|[48.931408, 1.97263]|Restaurant|2022-05-04T02:00:00+02:00|78630|A améliorer|2050 RTE DES QUARANTE SOUS||48.931408|1.97263
Autres|Restaurant|LOISON SOUS LENS|53384559000017|Y.U.|16523209|[50.44387, 2.856764]|Restaurant|2022-06-23T02:00:00+02:00|62218|A améliorer|LIEUDIT LES CAVEES 213 RTE DE LILLE R N 17||50.44387|2.856764
Autres|Restaurant|PUTEAUX|53443759500224|BIG FERNAND (BIG GROUPE)|16473579|[48.89048, 2.238012]|Restaurant|2022-05-25T02:00:00+02:00|92800|Satisfaisant|CENTRE CIAL LES 4 TEMPS||48.89048|2.238012
Autres|Restaurant|ETRECHY|53833024200016|AU STREP (LA BARREZIENNE)|16647188|[48.492113, 2.190855]|Restaurant|2022-11-08T01:00:00+01:00|91580|Très satisfaisant|AU STREP  31 GRANDE RUE||48.492113|2.190855
Autres|Restaurant|MARLY LE ROI|50382037500015|VISHNU BHAVAN (VISHNU BHAVAN)|16556156|[48.866621, 2.094837]|Restaurant|2022-06-23T02:00:00+02:00|78160|Satisfaisant|18 GRANDE RUE||48.866621|2.094837
Autres|Restaurant|AMIENS|79058722400029|ARIRUM|16579556|[49.895502, 2.30315]|Restaurant|2022-09-01T02:00:00+02:00|80000|Satisfaisant|38 RUE DU HOCQUET||49.895502|2.30315
Autres|Restaurant|SAINT GERMAIN EN LAYE|50783233500016|NAMESTE (RASEL)|16356690|[48.896588, 2.089963]|Restaurant|2022-02-28T01:00:00+01:00|78100|A améliorer|9 RUE DANES DE MONTARDAT||48.896588|2.089963
Autres|Restaurant|RAMBOUILLET|79454602800018|WAFU (WAFU RAMBOUILLET)|16350196|[48.643946, 1.8438189999999999]|Restaurant|2022-02-22T01:00:00+01:00|78120|A améliorer|132 RUE DE LA LOUVIERE||48.643946|1.843819
Autres|Restaurant|FONTENAY AUX ROSES|50865514900013|L'EXPRESS (DJURDJURA)|16356510|[48.790367, 2.289873]|Restaurant|2022-03-02T01:00:00+01:00|92260|A améliorer|35 RUE BOUCICAUT||48.790367|2.289873
Autres|Restaurant|ALBERT|51031728200018|CIWANO|16668187|[50.003573, 2.649098]|Restaurant|2022-11-30T01:00:00+01:00|80300|A améliorer|11 RUE DE BIRMINGHAM||50.003573|2.649098
Autres|Restaurant|BOULOGNE SUR MER|75042562100018|LA STREGA (EURL WALID CAMIL)|16394613|[50.723193, 1.615634]|Restaurant|2022-03-24T01:00:00+01:00|62200|Satisfaisant|107 RUE DE LA PORTE GAYOLE||50.723193|1.615634
Autres|Restaurant|MONTIGNY LE BRETONNEUX|80027411000017|SPEEDOLUNCH|16467092|[48.781896, 2.042677]|Restaurant|2022-04-21T02:00:00+02:00|78180|A améliorer|13 QUAI FERNAND POUILLON||48.781896|2.042677
Autres|Restaurant|CERGY|75051511600036|LAURAD|16539775|[49.048252, 2.012289]|Restaurant|2022-07-26T02:00:00+02:00|95800|A améliorer|20 RUE DE L ESPERANCE||49.048252|2.012289
Autres|Restaurant|VILLIERS LE BACLE|80213852900010|LA PETITE FORGE|16702242|[48.725722, 2.125232]|Restaurant|2022-12-09T01:00:00+01:00|91190|Très satisfaisant|1 ROUTE DE GIF||48.725722|2.125232
Autres|Restaurant|BOIS D ARCY|51493032000015|E. LECLERC (ARCYCOM)|16661787|[48.799759, 2.037897]|Restaurant|2022-11-25T01:00:00+01:00|78390|Satisfaisant|11 AVENUE JEAN JAURES||48.799759|2.037897
Autres|Restaurant|SAINTE GENEVIEVE DES BOIS|75189908900013|HUGER CROIX BLANCHE|16657760|[48.628316, 2.332794]|Restaurant|2022-11-22T01:00:00+01:00|91700|Très satisfaisant|7 RUE DES MARES||48.628316|2.332794
Autres|Restaurant|EAUBONNE|80267339200014|MG (MEGA)|16359446|[48.991495, 2.28666]|Restaurant|2022-03-03T01:00:00+01:00|95600|Très satisfaisant|50 AV DE PARIS||48.991495|2.28666
Autres|Restaurant|CHAMBOURCY|51836768500048|RESTAURANT PIZZA DEL ARTE (OSEA)|16397593|[48.910983, 2.033986]|Restaurant|2022-03-24T01:00:00+01:00|78240|Très satisfaisant|80 RTE DE MANTES||48.910983|2.033986
Autres|Restaurant|LYON 6E ARRONDISSEMENT|80320199500013|WANG|16458130|[45.767919, 4.855565]|Restaurant|2022-05-10T02:00:00+02:00|69006|Satisfaisant|53 RUE NEY||45.767919|4.855565
Autres|Restaurant|MONTIGNY LE BRETONNEUX|52242780600016|DELICES D ASIE|16552495|[48.781036, 2.042267]|Restaurant|2022-07-29T02:00:00+02:00|78180|A améliorer|26 PL ETIENNE MARCEL||48.781036|2.042267
Autres|Restaurant|MANTES LA JOLIE|78892812500012|CHICKEN FARM 3|16472657|[48.999921, 1.6845249999999998]|Restaurant|2022-05-16T02:00:00+02:00|78200|A améliorer|5 RUE PIERRE DE RONSARD||48.999921|1.6845249999999998
Autres|Restaurant|BOULOGNE BILLANCOURT|78971880600027|La bonne adresse (JULIE)|16696695|[48.836361, 2.251746]|Restaurant|2023-01-03T01:00:00+01:00|92100|Satisfaisant|38 AV EDOUARD VAILLANT||48.836361|2.251746
Autres|Restaurant|PUTEAUX|80790007100026|L'ATELIER- ARTISAN CREPIER (CREPERIE 4 TEMPS)|16434733|[48.891676, 2.2410930000000002]|Restaurant|2022-03-30T02:00:00+02:00|92800|Satisfaisant|15 PRV DE LA DEFENSE||48.891676|2.241093
Autres|Restaurant|BURES SUR YVETTE|52506148700027|LA PART DES ANGES|16360232|[48.696864, 2.162499]|Restaurant|2022-03-04T01:00:00+01:00|91440|Très satisfaisant|57 RUE CHARLES DE GAULLE||48.696864|2.162499
Autres|Restaurant|AIRAINES|79299400600015|MONSIEUR AISAM BOUMHDI|16685636|[49.965599, 1.942409]|Restaurant|2022-12-08T01:00:00+01:00|80270|Satisfaisant|2 PL DU 53 RICMS||49.965599|1.942409
Autres|Restaurant|BAYEUX|80886597600027|RESTO DU MARCHE (MARYMAX)|16377103|[49.279836, -0.709629]|Restaurant|2022-03-18T01:00:00+01:00|14400|Satisfaisant|RUE DU DOCTEUR GUILLET||49.279836|-0.709629
Autres|Restaurant|ERAGNY|52830439700011|SARL KER YANN|16476550|[49.031773, 2.1016]|Restaurant|2022-05-25T02:00:00+02:00|95610|A améliorer|RUE DU BAS NOYER||49.031773|2.1016
Autres|Restaurant|NANTERRE|79425019100010|GOUD (BELLE)|16494811|[48.889766, 2.220654]|Restaurant|2022-06-16T02:00:00+02:00|92000|Satisfaisant|ESPACE 21 BAT 3 QUARTIER VALMY 43 PL DE L'HEMICYCLE||48.889766|2.220654
Autres|Restaurant|BURES SUR YVETTE|80897764900017|KRIMI|16673365|[48.69415, 2.163661]|Restaurant|2022-12-06T01:00:00+01:00|91440|A améliorer|49 B RTE DE CHARTRES||48.69415|2.163661
Autres|Restaurant|MORLAIX|52986412600014|MONSIEUR SALVATORE DANIELE|16675312|[48.577345, -3.825866]|Restaurant|2022-12-07T01:00:00+01:00|29600|Très satisfaisant|5 RUE AU FIL||48.577345|-3.825866
Autres|Restaurant|LANDIVISIAU|53012171400022|Resataurant  MCDONALD'S (KER FOOD)|16348322|[48.513537, -4.05892]|Restaurant|2022-02-22T01:00:00+01:00|29400|Très satisfaisant|KERIVOAL||48.513537|-4.05892
Autres|Restaurant|POISSY|80024257000029|KASHMALA|16405342|[48.931256, 2.05341]|Restaurant|2022-03-30T02:00:00+02:00|78300|A améliorer|109 AV DU MARECHAL FOCH||48.931256|2.05341
Autres|Restaurant|CHAVILLE|81182681700017|Les Canailleries du Marché (PAKA RESTAURATION)|16468483|[48.808927, 2.188857]|Restaurant|2022-05-19T02:00:00+02:00|92370|Satisfaisant|5 PLACE DU MARCHE||48.808927|2.188857
Autres|Restaurant|VERSAILLES|53266777100010|Bistrot de la Place (AISTRS)|16621069|[48.814756, 2.128377]|Restaurant|2022-10-11T02:00:00+02:00|78000|Très satisfaisant|43 BOULEVARD DU ROI||48.814756|2.128377
Autres|Restaurant|VENISSIEUX|80139980900012|OPLANETE|16344375|[45.71704, 4.860071]|Restaurant|2022-02-17T01:00:00+01:00|69200|Très satisfaisant|32 ALLEE DES SAVOIES||45.71704|4.860071
Autres|Restaurant|SEPTEUIL|53386243900031|PAINS D'AILLEURS|16537700|[48.892984, 1.678866]|Restaurant|2022-07-22T02:00:00+02:00|78790|A améliorer|PLACE LOUIS FOUCHE||48.892984|1.678866
Autres|Restaurant|PLOUDALMEZEAU|80238596300011|Kebab Le Délicieux (MONSIEUR MURAT BOZKURT)|16472973|[48.541535, -4.658793]|Restaurant|2022-05-24T02:00:00+02:00|29830|Très satisfaisant|9 RUE HENRI PROVOSTIC||48.541535|-4.658793
Autres|Restaurant|LYON 2E ARRONDISSEMENT|81367918000022|SUSHI MERCIERE|16462709|[45.76322, 4.832371]|Restaurant|2022-04-05T02:00:00+02:00|69002|Très satisfaisant|2 RUE GRENETTE||45.76322|4.832371
Autres|Restaurant|FAREMOUTIERS|53758051600012|TAXI PIZZA (TAXI PIZZA 77)|16443925|[48.799866, 2.997246]|Restaurant|2022-04-27T02:00:00+02:00|77515|Très satisfaisant|11 RUE DES MOUTIERS||48.799866|2.997246
